obs_x,obs_y,obs_z,world_x,world_y,world_z,target_x,target_y,target_z,distance,reward,terminated,truncated,target_changes
-0.38705751299858093,0.47544723749160767,1.4732975959777832,-0.3870574988629952,0.47544724730601073,1.4732976136133604,0.0,0.0,1.0,0.7745154765716707,3.2275702470468377,False,False,0
-0.3869158923625946,0.4753057658672333,1.4729000329971313,-0.3869158945440081,0.4753057521639199,1.4729000651198008,0.0,0.0,1.0,0.7741149391926314,3.239458567025143,False,False,0
-0.3864205777645111,0.4747999608516693,1.4720773696899414,-0.38642057516130157,0.47479996661295365,1.4720774217219783,0.0,0.0,1.0,0.773054306826709,3.2460783411321574,False,False,0
-0.3854322135448456,0.4737117290496826,1.471035122871399,-0.385432200960044,0.4737117269059273,1.4710351394631234,0.0,0.0,1.0,0.7712553950243354,3.246882497987144,False,False,0
-0.3838878273963928,0.47192367911338806,1.4699379205703735,-0.383887815539646,0.47192367755568354,1.4699378985640439,0.0,0.0,1.0,0.7687154485661594,3.244361017844146,False,False,0
-0.3817984461784363,0.4694148302078247,1.468691349029541,-0.38179844435401117,0.46941484411865464,1.4686912925272964,0.0,0.0,1.0,0.7653704173019699,3.249601464442158,False,False,0
-0.3792175352573395,0.4662916660308838,1.4669955968856812,-0.3792175382742281,0.46629167305742786,1.4669955600862827,0.0,0.0,1.0,0.761129896166063,3.2650044923666077,False,False,0
-0.37609153985977173,0.4627240002155304,1.464998722076416,-0.3760915333469012,0.4627239984403642,1.4649987641761089,0.0,0.0,1.0,0.7561628071210392,3.26782004867004,False,False,0
-0.37224462628364563,0.4588383436203003,1.4630084037780762,-0.37224463753047604,0.45883833086696807,1.4630083450249929,0.0,0.0,1.0,0.7506499927434647,3.2670616503793153,False,False,0
-0.3675319254398346,0.45471566915512085,1.4608055353164673,-0.3675319199081773,0.4547156683087199,1.4608055355881862,0.0,0.0,1.0,0.7444379039151297,3.2793672812246584,False,False,0
-0.36194080114364624,0.4502648115158081,1.4583381414413452,-0.3619407994956882,0.45026481341939717,1.4583381799292539,0.0,0.0,1.0,0.7374370696703846,3.2842992079389837,False,False,0
-0.3556196689605713,0.44535791873931885,1.4558135271072388,-0.3556196649692867,0.44535792356184417,1.4558135468652789,0.0,0.0,1.0,0.7297773740656057,3.286967945279188,False,False,0
-0.3487989008426666,0.4400639235973358,1.4533909559249878,-0.34879889398180874,0.4400639300740913,1.4533909171083725,0.0,0.0,1.0,0.7217203438393287,3.287327688472699,False,False,0
-0.3417644202709198,0.4346858561038971,1.451076626777649,-0.3417644259589882,0.43468585765711426,1.451076612121234,0.0,0.0,1.0,0.7135999073016671,3.2936738923448003,False,False,0
-0.33471494913101196,0.42955178022384644,1.4488164186477661,-0.3347149368523574,0.429551769571379,1.44881642116378,0.0,0.0,1.0,0.7056805166647612,3.301090788218919,False,False,0
-0.32760486006736755,0.424828439950943,1.4462507963180542,-0.3276048731233931,0.42482844921294943,1.4462507721917897,0.0,0.0,1.0,0.6978136684220527,3.3240878166951866,False,False,0
-0.3203849196434021,0.42048579454421997,1.4435194730758667,-0.3203849136177115,0.42048579709612915,1.4435194366159074,0.0,0.0,1.0,0.6900465847241674,3.32792627590823,False,False,0
-0.313071608543396,0.4163154065608978,1.4412332773208618,-0.31307161833093905,0.41631539962494724,1.4412332907394605,0.0,0.0,1.0,0.6826559653485831,3.3179489579858292,False,False,0
-0.3056407570838928,0.4120214581489563,1.4390729665756226,-0.3056407687638547,0.41202144613767616,1.439072973114904,0.0,0.0,1.0,0.6752503441894,3.331253928101776,False,False,0
-0.298210471868515,0.40746158361434937,1.4367116689682007,-0.2982104864722276,0.40746157751984263,1.4367116785938654,0.0,0.0,1.0,0.6675863401967067,3.341404410083891,False,False,0
-0.29098477959632874,0.40256640315055847,1.4342914819717407,-0.29098479292959817,0.40256640596232945,1.4342915192704704,0.0,0.0,1.0,0.6598037470611708,3.3490647812872574,False,False,0
-0.28411680459976196,0.39739900827407837,1.4321582317352295,-0.28411679113068533,0.39739900591224686,1.4321582022311308,0.0,0.0,1.0,0.6522338788027515,3.3451500802057423,False,False,0
-0.27771925926208496,0.39212968945503235,1.430052399635315,-0.27771926256832036,0.39212968406866217,1.4300524177273752,0.0,0.0,1.0,0.6448556116856248,3.3627971352302586,False,False,0
-0.27174848318099976,0.3870029151439667,1.4276390075683594,-0.2717484853726175,0.38700292464471764,1.4276390379478,0.0,0.0,1.0,0.637568545148517,3.3790687335621232,False,False,0
-0.2661428153514862,0.38219982385635376,1.425052523612976,-0.26614280286844233,0.3821998212635123,1.4250525406807657,0.0,0.0,1.0,0.6305381489106787,3.390625939225522,False,False,0
-0.2609017789363861,0.37773597240448,1.4226484298706055,-0.260901770876824,0.37773596323549746,1.4226483814993953,0.0,0.0,1.0,0.6240078896553876,3.3904661678132415,False,False,0
-0.25606927275657654,0.37362393736839294,1.4204031229019165,-0.2560692721789624,0.37362392814068096,1.4204031071770227,0.0,0.0,1.0,0.6179846958927312,3.399970549517666,False,False,0
-0.25175154209136963,0.3698773682117462,1.4181679487228394,-0.2517515283354667,0.3698773628414107,1.4181679788519983,0.0,0.0,1.0,0.6124153444345799,3.4081326737671196,False,False,0
-0.24798329174518585,0.3664834499359131,1.415728211402893,-0.24798329131517957,0.36648344509492053,1.4157282380809664,0.0,0.0,1.0,0.6071538489032706,3.425038776894542,False,False,0
-0.24463316798210144,0.36336326599121094,1.4131298065185547,-0.24463317243663155,0.3633632546603912,1.4131298349429369,0.0,0.0,1.0,0.6021249906902896,3.431330689959879,False,False,0
-0.24157752096652985,0.3604092299938202,1.410439372062683,-0.24157751718687573,0.36040921952778476,1.4104393173135499,0.0,0.0,1.0,0.5972561724483181,3.4410526459543034,False,False,0
-0.23868699371814728,0.357547789812088,1.4077118635177612,-0.23868698686747686,0.3575477899417831,1.4077119172530344,0.0,0.0,1.0,0.5924870524005345,3.4443531891267214,False,False,0
-0.23585914075374603,0.3547499477863312,1.4048157930374146,-0.23585914054748705,0.3547499519192963,1.4048157698127104,0.0,0.0,1.0,0.5876673123933299,3.4565958271545667,False,False,0
-0.23306122422218323,0.35206344723701477,1.4017155170440674,-0.23306122410253474,0.3520634574705561,1.4017155304871354,0.0,0.0,1.0,0.5827877655723862,3.4631696459642067,False,False,0
-0.23029379546642303,0.3496694266796112,1.3985764980316162,-0.23029379119667256,0.34966942322023736,1.3985764739267181,0.0,0.0,1.0,0.5780719171234371,3.46881913411128,False,False,0
-0.22764480113983154,0.34776216745376587,1.3955838680267334,-0.22764479973820154,0.3477621728641527,1.3955838511032768,0.0,0.0,1.0,0.5738007206136483,3.4692289761534187,False,False,0
-0.2250717282295227,0.3465208411216736,1.392543077468872,-0.2250717308865961,0.34652083160538594,1.392543127093671,0.0,0.0,1.0,0.5699333973450359,3.4796651565660452,False,False,0
-0.22251376509666443,0.34607258439064026,1.389291763305664,-0.22251376253506594,0.3460725914078858,1.3892917154846585,0.0,0.0,1.0,0.5664156184166089,3.4858166043361556,False,False,0
-0.21981970965862274,0.3463190197944641,1.3858649730682373,-0.21981970938487053,0.34631902991927216,1.3858649455791787,0.0,0.0,1.0,0.563160129399354,3.4909679856277958,False,False,0
-0.2167840600013733,0.34704649448394775,1.3823331594467163,-0.2167840562507278,0.3470464833164572,1.3823331550073599,0.0,0.0,1.0,0.5600135980891184,3.4921843409267552,False,False,0
-0.21344348788261414,0.34811124205589294,1.3787569999694824,-0.21344349286511888,0.3481112430971095,1.3787570557319642,0.0,0.0,1.0,0.5569528431418795,3.4941792995634824,False,False,0
-0.20992667973041534,0.3493657112121582,1.3752672672271729,-0.20992668523638816,0.3493657138200388,1.3752672976674496,0.0,0.0,1.0,0.5540317318222423,3.491986069170574,False,False,0
